Type,ID,Batch,Harvest Batch Name,LegacyId,Status,Created,Last Modified,Strain,QA Result,QA Total,Room,Available,Finished Date,Grams
Flower & Buds (Bulk),1A40E01000170C4000010258,0316-F1-CM,0316-F1-CM,,In Stock,03-30-26 00:00:00,04-15-26 10:19:41,Cereal Milk,Pass,31.47125,Vault: Bs,1120,,1120
Flower & Buds (Bulk),1A40E01000170C4000008724,0203-F2-CM,0203-F2-CM,,In Stock,02-13-26 00:00:00,03-26-26 11:23:28,Cereal Milk,Pass,27.30119,Vault: Bulk Samples,16,,16
Flower & Bud (Count),1A40E01000170C4000009685,0216-F35-MAC,0216-F35-MAC,,In Stock,03-27-26 00:00:00,04-03-26 14:40:36,Mac 1,Pass,27.36627,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010207,0303-F4-MAC,0303-F4-MAC,,In Stock,04-08-26 00:00:00,04-10-26 13:52:53,Mac 1,Pass,31.22843,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010412,0316-F1-MAC,0316-F1-MAC,,In Stock,04-23-26 00:00:00,04-29-26 11:03:23,Mac 1,Pass,29.94918,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010417,0316-F1-MAC,0316-F1-MAC,,In Stock,04-23-26 00:00:00,04-29-26 11:03:23,Mac 1,Pass,29.94918,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010416,0316-F1-MAC,0316-F1-MAC,,In Stock,04-23-26 00:00:00,04-29-26 11:03:23,Mac 1,Pass,29.94918,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010414,0316-F1-MAC,0316-F1-MAC,,In Stock,04-23-26 00:00:00,04-29-26 11:03:23,Mac 1,Pass,29.94918,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010413,0316-F1-MAC,0316-F1-MAC,,In Stock,04-23-26 00:00:00,04-29-26 11:03:23,Mac 1,Pass,29.94918,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010579,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010584,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010583,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010582,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010581,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010580,0316-F1-MAC,0316-F1-MAC,,In Stock,04-29-26 00:00:00,04-29-26 15:44:24,Mac 1,Pass,29.94918,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010436,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010464,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010463,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010462,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010461,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010460,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010459,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010458,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010457,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010456,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010455,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010454,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010452,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010451,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010450,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010449,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010448,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010446,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010445,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010444,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010443,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010442,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010441,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010440,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010439,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010438,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010437,0303-F4-MAC,0303-F4-MAC,,In Stock,04-23-26 00:00:00,04-23-26 11:09:34,Mac 1,Pass,31.22843,Vault: Samples,1,,2
Flower & Buds (Bulk),1A40E01000170C4000009332,0303-F4-MAC,0303-F4-MAC,,In Stock,03-17-26 00:00:00,04-23-26 11:05:13,Mac 1,Pass,31.22843,Vault: As,596,,596
Flower & Buds (Bulk),1A40E01000170C4000009728,0316-F1-MAC,0316-F1-MAC,,In Stock,03-30-26 00:00:00,04-29-26 15:42:10,Mac 1,Pass,29.94918,Vault: As,1120,,1120
Flower & Buds (Bulk),1A40E01000170C4000008951,0203-F2-MAC,0203-F2-MAC,,In Stock,02-13-26 00:00:00,02-25-26 15:59:10,Mac 1,Pass,27.13325,Bulk Inventory,1560,,1560
Flower & Buds (Bulk),1A40E01000170C4000009208,0216-F35-MAC,0216-F35-MAC,,In Stock,02-26-26 00:00:00,03-10-26 14:40:33,Mac 1,Pass,27.36627,Bulk Inventory,910,,910
Flower & Buds (Bulk),1A40E01000170C4000010519,0413-F3-MAC,0413-F3-MAC,,In Stock,04-24-26 00:00:00,04-30-26 11:58:22,Mac 1,,,Awaiting Compliance Testing,6720,,6720
Flower & Buds (Bulk),1A40E01000170C4000010257,0316-F1-MAC,0316-F1-MAC,,In Stock,03-30-26 00:00:00,04-15-26 12:47:09,Mac 1,Pass,29.94918,Vault: Bs,448,,448
Shake/Trim (by Strain),1A40E01000170C4000010547,0413-F3-MAC,0413-F3-MAC,,In Stock,04-28-26 00:00:00,04-28-26 15:23:15,Mac 1,,,Trim Vault 2,1854,,1854
Shake/Trim (by Strain),1A40E01000170C4000008925,0203-F2-MAC,0203-F2-MAC,,In Stock,02-25-26 00:00:00,04-10-26 11:29:36,Mac 1,,,Trim Vault 3,922,,922
Flower & Bud (Count),1A40E01000170C4000009260,0112-F1-VZ,0112-F1-VZ,,In Stock,03-12-26 00:00:00,03-16-26 14:20:18,VerZace,Pass,28.32435,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000009617,0216-F35-VZ,0216-F35-VZ,,In Stock,03-25-26 00:00:00,03-27-26 11:05:48,VerZace,Pass,28.72825,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010225,0303-F4-VZ,0303-F4-VZ,,In Stock,04-08-26 00:00:00,04-16-26 09:58:10,VerZace,Pass,30.25603,Vault: Cased A,32,,112
Flower & Bud (Count),1A40E01000170C4000010556,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010563,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010562,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010561,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010560,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010559,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010558,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010557,0303-F4-VZ,0303-F4-VZ,,In Stock,04-29-26 00:00:00,04-29-26 10:30:24,VerZace,Pass,30.25603,Vault: Staged A,32,,112
Flower & Bud (Count),1A40E01000170C4000010573,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010572,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010571,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010570,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010568,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Bud (Count),1A40E01000170C4000010566,0112-F1-VZ,0112-F1-VZ,,In Stock,04-29-26 00:00:00,04-29-26 11:19:22,VerZace,Pass,28.32435,Vault: Samples,1,,2
Flower & Buds (Bulk),1A40E01000170C4000008946,0203-F2-VZ,0203-F2-VZ,,In Stock,02-13-26 00:00:00,02-25-26 15:21:01,VerZace,Pass,29.52393,Bulk Inventory,470,,470
Flower & Buds (Bulk),1A40E01000170C4000008970,0216-F35-VZ,0216-F35-VZ,,In Stock,02-26-26 00:00:00,03-10-26 15:12:26,VerZace,Pass,28.72825,Bulk Inventory,2240,,2240
Flower & Buds (Bulk),1A40E01000170C4000009417,0303-F4-VZ-2,0303-F4-VZ-2,,In Stock,03-18-26 00:00:00,03-30-26 14:47:59,VerZace,Pass,26.47443,Bulk Inventory,448,,448
Flower & Buds (Bulk),1A40E01000170C4000009729,0316-F1-VZ,0316-F1-VZ,,In Stock,03-30-26 00:00:00,04-30-26 10:58:18,VerZace,Pass,30.45114,Bulk Inventory,2240,,2240
Flower & Buds (Bulk),1A40E01000170C4000010312,0330-F2-VZ,0330-F2-VZ,,In Stock,04-13-26 00:00:00,04-13-26 14:15:59,VerZace,,,Trim Vault 1,3125,,3125
Flower & Buds (Bulk),1A40E01000170C4000010543,0413-F3-VZ,0413-F3-VZ,,In Stock,04-28-26 00:00:00,04-28-26 15:20:31,VerZace,,,Awaiting Compliance Testing,4704,,4704
Flower & Buds (Bulk),1A40E01000170C4000010256,0316-F1-VZ,0316-F1-VZ,,In Stock,03-30-26 00:00:00,04-15-26 10:11:05,VerZace,Pass,30.45114,Vault: Bs,224,,224
Flower & Buds (Bulk),1A40E01000170C4000008687,0112-F1-VZ,0112-F1-VZ,,In Stock,01-30-26 00:00:00,04-29-26 11:17:11,VerZace,Pass,28.32435,Vault: Bulk Samples,86,,86
Shake/Trim (by Strain),1A40E01000170C4000010546,0413-F3-VZ,0413-F3-VZ,,In Stock,04-28-26 00:00:00,04-28-26 15:21:27,VerZace,,,Trim Vault 2,1234,,1234
Shake/Trim (by Strain),1A40E01000170C4000008926,0203-F2-VZ,0203-F2-VZ,,In Stock,02-25-26 00:00:00,04-10-26 11:29:36,VerZace,,,Trim Vault 3,908,,908
Shake/Trim (by Strain),1A40E01000170C4000009298,0216-F35-VZ,0216-F35-VZ,,In Stock,03-12-26 00:00:00,04-10-26 11:29:36,VerZace,,,Trim Vault 3,660,,660
Flower & Buds (Bulk),1A40E01000170C4000009331,0303-F4-VZ,0303-F4-VZ,,In Stock,03-17-26 00:00:00,04-29-26 10:29:09,Versace,Pass,30.25603,Vault: As,672,,672
